Ticker,Industry
RBKB,Banks—Regional
IDEX,Farm & Heavy Construction Machinery
FEIM,Communication Equipment
CGEM,Biotechnology
FMAO,Banks—Regional
DCTH,Medical Devices
KTCC,Computer Hardware
NUKK,Software—Application
OCS,Biotechnology
SXC,Coking Coal
OPRA,Internet Content & Information
HTH,Banks—Regional
TASK,Information Technology Services
VMD,Medical Devices
AMBP,Packaging & Containers
BY,Banks—Regional
DCOM,Banks—Regional
SNAX,Packaged Foods
CHSN,Restaurants
BRNS,Biotechnology
OGS,Utilities—Regulated Gas
CCSI,Software—Infrastructure
NEPT,Unknown
EPIX,Biotechnology
SANM,Electronic Components
CIGI,Real Estate Services
SYTA,Communication Equipment
ACST,Biotechnology
SNTI,Biotechnology
BMEA,Biotechnology
TUSK,Conglomerates
CRD.A,Unknown
SGRY,Medical Care Facilities
SPIR,Specialty Business Services
OB,Internet Content & Information
NWL,Household & Personal Products
MLYS,Biotechnology
SPLK,Unknown
CTS,Electronic Components
MTX,Specialty Chemicals
HEPA,Biotechnology
PCOR,Software—Application
IFIN,Shell Companies
SKYH,Aerospace & Defense
SNEX,Capital Markets
CSLR,Solar
ATRC,Medical Instruments & Supplies
OPAD,Real Estate Services
ASTC,Aerospace & Defense
WELL,REIT—Healthcare Facilities
CAAS,Auto Parts
BOF,Packaged Foods
EL,Household & Personal Products
EIGR,Biotechnology
MAG,Silver
GILD,Drug Manufacturers—General
VLRS,Airlines
BORR,Oil & Gas Drilling
AXSM,Biotechnology
EFSH,Conglomerates
EDIT,Biotechnology
PINC,Health Information Services
ABEV,Beverages—Brewers
PZZA,Restaurants
BFRG,Health Information Services
BTM,Capital Markets
PROC,Drug Manufacturers—Specialty & Generic
KGC,Gold
ALIT,Software—Application
ONDS,Communication Equipment
NIO,Auto Manufacturers
RZLT,Biotechnology
EVR,Capital Markets
EFSC,Banks—Regional
PGR,Insurance—Property & Casualty
MLR,Auto Parts
AESI,Oil & Gas Equipment & Services
ENOV,Specialty Industrial Machinery
LTRY,Gambling
FGBI,Banks—Regional
STAF,Staffing & Employment Services
ANGH,Entertainment
GLT,Paper & Paper Products
ALSN,Auto Parts
SLAM,Shell Companies
STKL,Packaged Foods
DLB,Specialty Business Services
SLAB,Semiconductors
MCO,Financial Data & Stock Exchanges
CURI,Broadcasting
SLP,Health Information Services
WNW,Internet Retail
VSTA,Education & Training Services
LCAA,Unknown
HYMC,Gold
ESTA,Medical Devices
DFIN,Software—Application
TOMZ,Pollution & Treatment Controls
TFII,Trucking
BBCP,Engineering & Construction
VOXR,Other Precious Metals & Mining
TILE,Building Products & Equipment
LAND,REIT—Specialty
DOOR,Building Products & Equipment
CFB,Banks—Regional
SENEA,Packaged Foods
DOMO,Software—Application
WASH,Banks—Regional
WLGS,Engineering & Construction
PDM,REIT—Office
BJDX,Medical Devices
FLYX,Airlines
AGTI,Unknown
VTRS,Drug Manufacturers—Specialty & Generic
TXT,Aerospace & Defense
SPTN,Food Distribution
ULCC,Airlines
RC,REIT—Mortgage
IRIX,Medical Devices
SCWX,Software—Infrastructure
BNS,Banks—Diversified
FCNCO,Banks—Regional
NEWT,Banks—Regional
OLED,Electronic Components
IROQ,Banks—Regional
MAYS,Real Estate Services
LBTYA,Telecom Services
SAMG,Asset Management
IRM,REIT—Specialty
NBTX,Biotechnology
NECB,Banks—Regional
OXSQ,Asset Management
DZSI,Communication Equipment
DESP,Travel Services
DAR,Packaged Foods
EDUC,Publishing
PRLD,Biotechnology
THRD,Biotechnology
KCGI,Shell Companies
SNDX,Biotechnology
NVMI,Semiconductor Equipment & Materials
SKX,Footwear & Accessories
EFC,REIT—Mortgage
ARCC,Asset Management
UAVS,Computer Hardware
HE,Utilities—Regulated Electric
ZIMV,Medical Devices
TFC,Banks—Regional
MBIO,Biotechnology
HNI,Business Equipment & Supplies
CHAA,Shell Companies
SCI,Personal Services
PLTR,Software—Infrastructure
TRC,Conglomerates
INNV,Medical Care Facilities
YOSH,Restaurants
CNDB,Unknown
NUBI,Unknown
QS,Auto Parts
CPHC,Gambling
BFRI,Drug Manufacturers—Specialty & Generic
VSTM,Biotechnology
PDS,Oil & Gas Drilling
VTYX,Biotechnology
GLUE,Biotechnology
SOBR,Scientific & Technical Instruments
FUSB,Banks—Regional
PIRS,Biotechnology
RMCF,Confectioners
ENVX,Electrical Equipment & Parts
SAH,Auto & Truck Dealerships
ATS,Specialty Industrial Machinery
RES,Oil & Gas Equipment & Services
UCTT,Semiconductor Equipment & Materials
SYK,Medical Devices
ILMN,Diagnostics & Research
CACO,Marine Shipping
EARN,Asset Management
GOCO,Insurance Brokers
CPRX,Biotechnology
MLCO,Resorts & Casinos
PSQH,Software—Application
LVS,Resorts & Casinos
BAYA,Shell Companies
XAIR,Medical Devices
ONTF,Software—Application
WRN,Other Industrial Metals & Mining
HMY,Gold
ATRI,Medical Instruments & Supplies
AGNC,REIT—Mortgage
PAA,Oil & Gas Midstream
WING,Restaurants
FDS,Financial Data & Stock Exchanges
FMC,Agricultural Inputs
WTRG,Utilities—Regulated Water
QNCX,Biotechnology
PCH,REIT—Specialty
DJCO,Software—Application
BFC,Banks—Regional
ATHE,Biotechnology
CIA,Insurance—Life
WOLF,Semiconductors
SBEV,Beverages—Wineries & Distilleries
DHI,Residential Construction
NSIT,Electronics & Computer Distribution
ISPO,Travel Services
LCFY,Internet Content & Information
FTEK,Pollution & Treatment Controls
OSCR,Healthcare Plans
ELSE,Scientific & Technical Instruments
MUSA,Specialty Retail
KULR,Electronic Components
BFAM,Personal Services
MGIC,Information Technology Services
OTTR,Utilities—Diversified
DOUG,Real Estate Services
NVCT,Biotechnology
PHXM,Unknown
KRO,Specialty Chemicals
LLYVA,Entertainment
ABBV,Drug Manufacturers—General
ARI,REIT—Mortgage
ABLV,Advertising Agencies
NOW,Software—Application
ANAB,Biotechnology
SPGC,Leisure
HUN,Chemicals
DOCN,Software—Infrastructure
AVT,Electronics & Computer Distribution
OABI,Biotechnology
BERY,Packaging & Containers
FATBB,Restaurants
AXNX,Medical Devices
UMH,REIT—Residential
KEX,Marine Shipping
ACAC,Shell Companies
BRAG,Gambling
VTLE,Oil & Gas E&P
CEI,Specialty Industrial Machinery
TCOA,Shell Companies
BMBL,Software—Application
WBA,Pharmaceutical Retailers
NRDY,Software—Application
MRCC,Asset Management
DTE,Utilities—Regulated Electric
CHRD,Oil & Gas E&P
ACCD,Health Information Services
PRIM,Engineering & Construction
AVNW,Communication Equipment
ITT,Specialty Industrial Machinery
HOTH,Biotechnology
WES,Oil & Gas Midstream
LULU,Apparel Retail
HLP,Steel
SPOT,Internet Content & Information
ORMP,Biotechnology
BRDG,Asset Management
CBSH,Banks—Regional
KYCH,Unknown
ALNT,Electronic Components
TJX,Apparel Retail
HLNE,Asset Management
SGHT,Medical Devices
HCI,Insurance—Property & Casualty
PX,Asset Management
SLNH,Capital Markets
ROIV,Biotechnology
ANRO,Biotechnology
DOGZ,Leisure
GGG,Specialty Industrial Machinery
TRTX,REIT—Mortgage
RICK,Restaurants
OOMA,Software—Application
ARDX,Biotechnology
OP,Marine Shipping
NTLA,Biotechnology
ALVO,Drug Manufacturers—Specialty & Generic
HLVX,Biotechnology
IBOC,Banks—Regional
CNTA,Biotechnology
LAZ,Capital Markets
WVVI,Beverages—Wineries & Distilleries
CCM,Medical Care Facilities
SLNG,Oil & Gas Integrated
PSTX,Biotechnology
ASMB,Biotechnology
ZOM,Medical Devices
ICU,Biotechnology
AMBC,Insurance—Specialty
VYNE,Biotechnology
EZFL,Software—Application
WINV,Shell Companies
WTM,Insurance—Property & Casualty
AULT,Aerospace & Defense
MGPI,Beverages—Wineries & Distilleries
SGML,Other Industrial Metals & Mining
GNTX,Auto Parts
SPRU,Solar
DYNT,Medical Devices
DAKT,Electronic Components
EDSA,Biotechnology
ENTA,Biotechnology
AMTD,Asset Management
GREE,Capital Markets
MYNZ,Diagnostics & Research
SGD,Real Estate—Development
OSBC,Banks—Regional
AMRK,Capital Markets
PTLO,Restaurants
AMPL,Software—Application
CAE,Aerospace & Defense
LITM,Other Industrial Metals & Mining
LCID,Auto Manufacturers
OMH,Real Estate Services
QFTA,Unknown
TSQ,Advertising Agencies
ITRN,Scientific & Technical Instruments
MMLP,Oil & Gas Midstream
ABL,Insurance—Life
RWAY,Credit Services
SSSS,Asset Management
MSCI,Financial Data & Stock Exchanges
BIAF,Diagnostics & Research
ESGR,Insurance—Diversified
WTTR,Specialty Chemicals
EMBC,Medical Instruments & Supplies
FNCB,Banks—Regional
PFMT,Specialty Business Services
IKT,Biotechnology
NEUE,Healthcare Plans
NNBR,Conglomerates
CVI,Oil & Gas Refining & Marketing
ECBK,Banks—Regional
PRSO,Semiconductors
BTCT,Computer Hardware
SHBI,Banks—Regional
PKOH,Specialty Industrial Machinery
BLZE,Software—Infrastructure
STE,Medical Devices
SPKL,Shell Companies
ARCH,Coking Coal
CDLR,Engineering & Construction
LAES,Semiconductors
XELA,Software—Application
WSO,Industrial Distribution
ECPG,Mortgage Finance
FRLA,Shell Companies
NTZ,"Furnishings, Fixtures & Appliances"
OXM,Apparel Manufacturing
AEHL,Building Products & Equipment
TROW,Asset Management
INCY,Biotechnology
BURL,Apparel Retail
WBS,Banks—Regional
SLRX,Biotechnology
CMT,Specialty Chemicals
VIRC,"Furnishings, Fixtures & Appliances"
SLAC,Unknown
KFS,Auto & Truck Dealerships
CDXS,Biotechnology
RWOD,Shell Companies
AGCO,Farm & Heavy Construction Machinery
VIRX,Biotechnology
NVCR,Medical Devices
TIL,Biotechnology
QETA,Shell Companies
AXP,Credit Services
KUKE,Entertainment
NSTS,Banks—Regional
NTES,Electronic Gaming & Multimedia
FTHM,Real Estate Services
TTOO,Diagnostics & Research
MTTR,Software—Application
RLI,Insurance—Property & Casualty
BEST,Trucking
RYAN,Insurance—Specialty
V,Credit Services
TLSI,Medical Devices
ARCB,Trucking
VAXX,Biotechnology
ARVN,Biotechnology
EU,Uranium
UHAL,Rental & Leasing Services
EOG,Oil & Gas E&P
ELP,Utilities—Diversified
PNC,Banks—Regional
ONL,REIT—Office
IDN,Software—Application
IONR,Other Industrial Metals & Mining
WLDS,Consumer Electronics
WAFU,Education & Training Services
UFCS,Insurance—Property & Casualty
CRD.B,Unknown
KOPN,Electronic Components
DLTH,Apparel Retail
BOH,Banks—Regional
NVOS,Medical Care Facilities
SBH,Specialty Retail
REFR,Electronic Components
ODV,Gold
EYEN,Biotechnology
DALN,Publishing
VOC,Oil & Gas E&P
PANW,Software—Infrastructure
MKC,Packaged Foods
BARK,Specialty Retail
ENB,Oil & Gas Midstream
WWR,Other Industrial Metals & Mining
ASML,Semiconductor Equipment & Materials
SUPN,Drug Manufacturers—Specialty & Generic
WEAV,Health Information Services
CALB,Banks—Regional
BDX,Medical Instruments & Supplies
MP,Other Industrial Metals & Mining
KRP,Oil & Gas E&P
GROW,Asset Management
TIXT,Software—Infrastructure
FND,Home Improvement Retail
MNMD,Biotechnology
BHAT,Electronic Gaming & Multimedia
NPCE,Medical Devices
TTGT,Internet Content & Information
IAG,Gold
AIN,Textile Manufacturing
HBIO,Medical Instruments & Supplies
CYD,Auto Parts
LUMO,Biotechnology
WLY,Publishing
FLO,Packaged Foods
KWR,Specialty Chemicals
CCTS,Shell Companies
CBUS,Biotechnology
AKYA,Medical Instruments & Supplies
ORI,Insurance—Diversified
OCGN,Biotechnology
SLDB,Biotechnology
RBLX,Electronic Gaming & Multimedia
SACH,REIT—Mortgage
TKC,Telecom Services
QOMO,Shell Companies
STRC,Unknown
SPRB,Biotechnology
AMG,Asset Management
PI,Communication Equipment
KTOS,Aerospace & Defense
OTLY,Packaged Foods
TTSH,Home Improvement Retail
HTLF,Banks—Regional
MMM,Conglomerates
BLND,Software—Application
BNTX,Biotechnology
MD,Medical Care Facilities
VITL,Farm Products
QRVO,Semiconductors
AKLI,Health Information Services
AGRO,Farm Products
KVAC,Shell Companies
BFLY,Medical Devices
DIN,Restaurants
NCRA,Packaged Foods
ARWR,Biotechnology
PTVE,Packaging & Containers
FIP,Conglomerates
TCBX,Banks—Regional
CLAR,Leisure
OPHC,Banks—Regional
LSCC,Semiconductors
ATNI,Telecom Services
YRD,Credit Services
PFIE,Oil & Gas Equipment & Services
ICCC,Biotechnology
AGFY,Farm & Heavy Construction Machinery
VERY,Insurance—Life
SQM,Specialty Chemicals
NCPL,Capital Markets
BCAB,Biotechnology
PEAK,Unknown
MIGI,Capital Markets
LIN,Specialty Chemicals
TRTL,Shell Companies
PRPL,"Furnishings, Fixtures & Appliances"
AI,Software—Application
ZUMZ,Apparel Retail
STRL,Engineering & Construction
LPTV,Broadcasting
ACU,Household & Personal Products
AUUD,Software—Application
AC,Asset Management
VRTX,Biotechnology
CDRE,Aerospace & Defense
SPWR,Solar
JELD,Building Products & Equipment
NMG,Other Industrial Metals & Mining
ROST,Apparel Retail
PEGA,Software—Application
ASPS,Real Estate Services
VMCA,Shell Companies
DOCS,Health Information Services
KNOP,Marine Shipping
HAYW,Electrical Equipment & Parts
ADBE,Software—Infrastructure
SABS,Biotechnology
ALLO,Biotechnology
VEL,Mortgage Finance
MICS,Consumer Electronics
OCTO,Packaging & Containers
JBHT,Integrated Freight & Logistics
CBD,Unknown
CMTL,Communication Equipment
GEF.B,Unknown
GPRK,Oil & Gas E&P
FBRX,Biotechnology
MBI,Insurance—Specialty
LIVE,Home Improvement Retail
AMPS,Utilities—Renewable
XPEV,Auto Manufacturers
UE,REIT—Retail
KINS,Insurance—Property & Casualty
GLOB,Information Technology Services
ALTI,Asset Management
GRIN,Marine Shipping
MPAA,Auto Parts
VCYT,Diagnostics & Research
GHLD,Mortgage Finance
NIU,Auto Manufacturers
BFST,Banks—Regional
LSXMA,Broadcasting
ACHC,Medical Care Facilities
EQ,Biotechnology
GNLX,Biotechnology
QURE,Biotechnology
BRCC,Packaged Foods
IFBD,Software—Application
WETG,Unknown
TSM,Semiconductors
KVUE,Household & Personal Products
RNLX,Health Information Services
MNST,Beverages—Non-Alcoholic
CGTX,Biotechnology
RENB,Biotechnology
RHP,REIT—Hotel & Motel
NDRA,Diagnostics & Research
IZM,Electronics & Computer Distribution
BEP,Utilities—Renewable
GURE,Chemicals
TRMD,Oil & Gas Midstream
KBH,Residential Construction
PYCR,Software—Application
FHTX,Biotechnology
KAMN,Unknown
SCOR,Internet Content & Information
APA,Oil & Gas E&P
NMRA,Biotechnology
NVRI,Waste Management
CYT,Unknown
UMC,Semiconductors
BF.A,Unknown
HOFT,"Furnishings, Fixtures & Appliances"
MTB,Banks—Regional
CROX,Footwear & Accessories
CLNE,Oil & Gas Refining & Marketing
VTEX,Software—Application
SVII,Shell Companies
AE,Oil & Gas Refining & Marketing
ONTO,Semiconductor Equipment & Materials
FRLN,Unknown
VEON,Telecom Services
CTCX,Household & Personal Products
GPOR,Oil & Gas E&P
LXU,Chemicals
BTSG,Health Information Services
EG,Insurance—Reinsurance
GRDI,Capital Markets
SABR,Software—Infrastructure
ALNY,Biotechnology
AWI,Building Products & Equipment
BYU,Shell Companies
UXIN,Auto & Truck Dealerships
ZURA,Biotechnology
NVR,Residential Construction
WH,Lodging
TIGO,Telecom Services
IIPR,REIT—Industrial
WOW,Telecom Services
NHWK,Unknown
JG,Software—Infrastructure
OPTX,Electronic Components
YMAB,Biotechnology
CFFS,Shell Companies
XPEL,Auto Parts
FDMT,Biotechnology
SVM,Silver
FPAY,Rental & Leasing Services
RF,Banks—Regional
SDHC,Real Estate—Development
GKOS,Medical Devices
SYBX,Biotechnology
ICCM,Medical Devices
ACNT,Steel
NCTY,Capital Markets
BPT,Oil & Gas Midstream
DAL,Airlines
FTAI,Rental & Leasing Services
TGI,Aerospace & Defense
ESOA,Engineering & Construction
PETZ,Restaurants
TKNO,Drug Manufacturers—Specialty & Generic
FYBR,Telecom Services
CNTG,Diagnostics & Research
NEPH,Medical Instruments & Supplies
BTCM,Information Technology Services
SJM,Packaged Foods
FOXA,Entertainment
EGBN,Banks—Regional
X,Steel
CIVB,Banks—Regional
LMB,Building Products & Equipment
APAC,Unknown
TREX,Building Products & Equipment
GWRE,Software—Application
AMT,REIT—Specialty
LBTYB,Telecom Services
SMMF,Unknown
AZEK,Building Products & Equipment
CELH,Beverages—Non-Alcoholic
HTCR,Software—Application
EYPT,Biotechnology
INSM,Biotechnology
FTFT,Software—Application
GPRE,Chemicals
MLAB,Scientific & Technical Instruments
NFG,Oil & Gas Integrated
FSFG,Banks—Regional
BMRA,Medical Devices
TBIO,Medical Devices
MRKR,Biotechnology
KODK,Specialty Business Services
BTTX,Biotechnology
ACT,Insurance—Specialty
SANA,Biotechnology
COUR,Education & Training Services
ADAG,Biotechnology
GLDD,Engineering & Construction
YALA,Software—Application
GE,Aerospace & Defense
CLOV,Healthcare Plans
EPAM,Information Technology Services
AQB,Farm Products
CSWC,Asset Management
SON,Packaging & Containers
KTB,Apparel Manufacturing
IFRX,Biotechnology
MDAI,Medical Devices
STR,Oil & Gas E&P
SGMO,Biotechnology
WRB,Insurance—Property & Casualty
NFGC,Gold
OTEC,Unknown
EFX,Consulting Services
HRMY,Biotechnology
XLO,Biotechnology
UPBD,Software—Application
TCI,Real Estate Services
AEG,Insurance—Diversified
HGV,Resorts & Casinos
AP,Metal Fabrication
MLNK,Software—Application
MHLD,Insurance—Reinsurance
FORL,Shell Companies
VERB,Software—Application
CLBT,Software—Infrastructure
APPF,Software—Application
ITOS,Biotechnology
LTH,Leisure
THRM,Auto Parts
MIND,Scientific & Technical Instruments
QLI,Drug Manufacturers—Specialty & Generic
OCAX,Shell Companies
WAVD,Information Technology Services
THS,Packaged Foods
EHAB,Medical Care Facilities
SURG,Software—Application
DLNG,Oil & Gas Midstream
CSAN,Oil & Gas Refining & Marketing
MRIN,Software—Application
STIX,Unknown
SIDU,Aerospace & Defense
RUM,Software—Application
FNLC,Banks—Regional
ICAD,Medical Devices
PRCH,Software—Application
NTCT,Software—Infrastructure
PNFP,Banks—Regional
SHW,Specialty Chemicals
BRO,Insurance Brokers
CRM,Software—Application
TRVG,Internet Content & Information
FTK,Oil & Gas Equipment & Services
BG,Farm Products
FNB,Banks—Regional
HII,Aerospace & Defense
GS,Capital Markets
NBHC,Banks—Regional
POWW,Aerospace & Defense
MHO,Residential Construction
MPB,Banks—Regional
DE,Farm & Heavy Construction Machinery
DH,Health Information Services
CARE,Banks—Regional
APDN,Diagnostics & Research
CE,Chemicals
SAND,Gold
SFBC,Banks—Regional
TPH,Residential Construction
EMN,Specialty Chemicals
KNX,Trucking
FNV,Gold
NHI,REIT—Healthcare Facilities
METCB,Coking Coal
TEAM,Software—Application
CMCT,REIT—Office
GTES,Specialty Industrial Machinery
WHD,Oil & Gas Equipment & Services
DFLI,Electrical Equipment & Parts
SHPH,Drug Manufacturers—Specialty & Generic
BNRE.A,Unknown
HEI.A,Unknown
SLF,Insurance—Diversified
WD,Mortgage Finance
NOVV,Shell Companies
BAFN,Banks—Regional
ILPT,REIT—Industrial
JNJ,Drug Manufacturers—General
IGIC,Insurance—Diversified
MSEX,Utilities—Regulated Water
GNW,Insurance—Life
AVO,Food Distribution
HPE,Communication Equipment
CGNT,Software—Infrastructure
HCA,Medical Care Facilities
INKT,Biotechnology
ITRG,Other Precious Metals & Mining
CRBP,Biotechnology
CLPR,REIT—Residential
LFUS,Electronic Components
TURB,Solar
DDL,Grocery Stores
ESLT,Aerospace & Defense
NRG,Utilities—Independent Power Producers
DTI,Oil & Gas Equipment & Services
CIFR,Capital Markets
FRSH,Software—Application
ATMV,Shell Companies
PLNT,Leisure
GOVX,Biotechnology
PRME,Biotechnology
IRAA,Shell Companies
SPCE,Aerospace & Defense
HI,Specialty Industrial Machinery
USIO,Software—Infrastructure
IGTA,Shell Companies
AZPN,Software—Application
UUU,Security & Protection Services
EVH,Health Information Services
PXMD,Biotechnology
PFS,Banks—Regional
DDD,Computer Hardware
BEDU,Education & Training Services
LSAK,Software—Infrastructure
CNDA,Shell Companies
KOP,Specialty Chemicals
EGRX,Drug Manufacturers—Specialty & Generic
CPNG,Internet Retail
TSHA,Biotechnology
BTOG,Capital Markets
CVE,Oil & Gas Integrated
AVHI,Shell Companies
TSN,Farm Products
GMBL,Gambling
DRCT,Advertising Agencies
LMFA,Credit Services
RIO,Other Industrial Metals & Mining
KYMR,Biotechnology
ORRF,Banks—Regional
RGEN,Medical Instruments & Supplies
GVH,Integrated Freight & Logistics
KMI,Oil & Gas Midstream
TRUP,Insurance—Specialty
VTS,Oil & Gas E&P
NOVT,Scientific & Technical Instruments
ZM,Software—Application
HYLN,Auto Parts
GATX,Rental & Leasing Services
PXLW,Semiconductors
VRM,Auto & Truck Dealerships
ENFN,Software—Application
RDWR,Software—Infrastructure
TNK,Oil & Gas Midstream
IOSP,Specialty Chemicals
HURC,Specialty Industrial Machinery
VGAS,Utilities—Renewable
ALRM,Software—Application
INPX,Unknown
ECO,Marine Shipping
VHI,Chemicals
TRI,Specialty Business Services
TSLA,Auto Manufacturers
CSSE,Entertainment
BMO,Banks—Diversified
ALSA,Shell Companies
MGOL,Advertising Agencies
ADN,Utilities—Renewable
LYT,Software—Application
KPRX,Biotechnology
DISA,Unknown
LNN,Farm & Heavy Construction Machinery
IONS,Biotechnology
BANC,Banks—Regional
MIRA,Drug Manufacturers—General
ENG,Engineering & Construction
CYCN,Biotechnology
MGRM,Medical Devices
NBST,Shell Companies
ICFI,Consulting Services
IRBT,"Furnishings, Fixtures & Appliances"
MNKD,Biotechnology
TRON,Shell Companies
CGBD,Asset Management
R,Rental & Leasing Services
PMCB,Biotechnology
GXO,Integrated Freight & Logistics
BAM,Asset Management
HAL,Oil & Gas Equipment & Services
BSX,Medical Devices
FRO,Oil & Gas Midstream
INCR,Drug Manufacturers—Specialty & Generic
SEIC,Asset Management
GUTS,Biotechnology
JXJT,Apparel Manufacturing
TDS,Telecom Services
SILC,Communication Equipment
STRA,Education & Training Services
ADAP,Biotechnology
ATMU,Pollution & Treatment Controls
RSLS,Medical Devices
FEDU,Education & Training Services
MESA,Airlines
BOOM,Oil & Gas Equipment & Services
CZOO,Auto & Truck Dealerships
RNW,Utilities—Renewable
MESO,Biotechnology
STRS,Real Estate—Diversified
EDU,Education & Training Services
JBL,Electronic Components
ZVIA,Beverages—Non-Alcoholic
LSPD,Software—Application
W,Internet Retail
NNDM,Computer Hardware
AMGN,Drug Manufacturers—General
TSRI,Software—Application
LGND,Biotechnology
DMLP,Oil & Gas E&P
AIRC,REIT—Residential
FRT,REIT—Retail
SJW,Utilities—Regulated Water
RDIB,Entertainment
RENT,Apparel Retail
PLX,Biotechnology
AUTL,Biotechnology
SWSS,Shell Companies
CNO,Insurance—Life
NYT,Publishing
ATRO,Aerospace & Defense
SOI,Oil & Gas Equipment & Services
RFAC,Shell Companies
LOCL,Farm Products
SHOO,Footwear & Accessories
STM,Semiconductors
SOS,Capital Markets
TTNP,Biotechnology
PBPB,Restaurants
BRSP,REIT—Mortgage
META,Internet Content & Information
VZIO,Consumer Electronics
AXL,Auto Parts
IMCC,Drug Manufacturers—Specialty & Generic
MMC,Insurance Brokers
VREX,Medical Devices
VGZ,Gold
TTWO,Electronic Gaming & Multimedia
GME,Specialty Retail
WULF,Capital Markets
BNOX,Biotechnology
AVNS,Medical Devices
LUNG,Medical Devices
AEP,Utilities—Regulated Electric
CVKD,Biotechnology
ON,Semiconductors
AVTX,Biotechnology
ASYS,Semiconductor Equipment & Materials
KE,Electrical Equipment & Parts
VTVT,Biotechnology
SNOW,Software—Application
TLF,Specialty Retail
ONVO,Biotechnology
SWI,Software—Infrastructure
GIB,Information Technology Services
LKFN,Banks—Regional
BGC,Capital Markets
MAN,Staffing & Employment Services
AGR,Utilities—Regulated Electric
SXT,Specialty Chemicals
TNGX,Biotechnology
AVAH,Medical Care Facilities
RRAC,Shell Companies
TH,Specialty Business Services
BWA,Auto Parts
JBT,Specialty Industrial Machinery
HLLY,Auto Parts
EZPW,Credit Services
LIBY,Shell Companies
CRTO,Advertising Agencies
DSKE,Unknown
TPHS,Real Estate—Development
PROV,Banks—Regional
EQS,Asset Management
BAND,Software—Infrastructure
IGMS,Biotechnology
AXTI,Semiconductor Equipment & Materials
NRBO,Biotechnology
MCFT,Recreational Vehicles
TCRX,Biotechnology
IH,Education & Training Services
VFS,Auto Manufacturers
SU,Oil & Gas Integrated
TTE,Oil & Gas Integrated
SRPT,Biotechnology
JBLU,Airlines
NSYS,Medical Devices
JBSS,Packaged Foods
LUXH,Lodging
GES,Apparel Retail
BH.A,Unknown
THRX,Unknown
DRMA,Biotechnology
XOMA,Biotechnology
BWXT,Aerospace & Defense
FGF,Insurance—Diversified
SAP,Software—Application
NVDA,Semiconductors
GIPR,REIT—Diversified
MYFW,Banks—Regional
GENC,Farm & Heavy Construction Machinery
SSTK,Internet Content & Information
VSME,Advertising Agencies
CWEN,Utilities—Renewable
HWM,Aerospace & Defense
BVN,Other Precious Metals & Mining
DSWL,Electronic Components
INMB,Biotechnology
FWBI,Biotechnology
OSG,Oil & Gas Midstream
RCKT,Biotechnology
ATUS,Telecom Services
PBI,Integrated Freight & Logistics
EVTL,Aerospace & Defense
TNP,Oil & Gas Midstream
PESI,Waste Management
EFTR,Biotechnology
ASTI,Solar
BCAN,Software—Application
SBSI,Banks—Regional
OXBR,Insurance—Reinsurance
OPI,REIT—Office
FDP,Farm Products
CWD,Asset Management
HEPS,Internet Retail
ORGS,Biotechnology
SAI,Capital Markets
FRBA,Banks—Regional
CLMT,Oil & Gas E&P
RVYL,Software—Infrastructure
CUZ,REIT—Office
LSTR,Integrated Freight & Logistics
VMC,Building Materials
GEHC,Health Information Services
PPYA,Shell Companies
MA,Credit Services
POET,Semiconductors
OLN,Specialty Chemicals
SMP,Auto Parts
GFR,Oil & Gas E&P
HSCS,Medical Devices
ENLT,Utilities—Renewable
MYO,Medical Devices
LPL,Consumer Electronics
PAPL,Mortgage Finance
ENS,Electrical Equipment & Parts
ED,Utilities—Regulated Electric
THFF,Banks—Regional
LVO,Entertainment
BIOL,Medical Devices
GSIW,Capital Markets
PFX,Asset Management
ICD,Oil & Gas Drilling
GTBP,Biotechnology
DFS,Credit Services
JCI,Building Products & Equipment
KEQU,"Furnishings, Fixtures & Appliances"
DHAC,Shell Companies
ROMA,Consulting Services
YPF,Oil & Gas Integrated
WLK,Specialty Chemicals
ALB,Specialty Chemicals
GHRS,Biotechnology
TARA,Biotechnology
DIBS,Internet Retail
IBEX,Information Technology Services
USAP,Steel
ABTS,Capital Markets
APT,Building Products & Equipment
MCRB,Biotechnology
CRVS,Biotechnology
AIRG,Communication Equipment
F,Auto Manufacturers
ESLA,Biotechnology
IVA,Biotechnology
ABR,REIT—Mortgage
LBBB,Unknown
UNM,Insurance—Life
KAR,Auto & Truck Dealerships
STSS,Medical Instruments & Supplies
CENTA,Packaged Foods
RTX,Aerospace & Defense
SOHU,Electronic Gaming & Multimedia
CP,Railroads
TETE,Shell Companies
MGEE,Utilities—Regulated Electric
MTEX,Food Distribution
OSW,Leisure
EBON,Computer Hardware
CAH,Medical Distribution
TAK,Drug Manufacturers—Specialty & Generic
EVI,Industrial Distribution
DLR,REIT—Specialty
ESTC,Software—Application
TGB,Copper
CINF,Insurance—Property & Casualty
IMKTA,Grocery Stores
SITE,Industrial Distribution
THMO,Medical Devices
BCTX,Biotechnology
GMGI,Electronic Gaming & Multimedia
FAMI,Packaged Foods
CINT,Software—Infrastructure
BNED,Specialty Retail
TAP.A,Unknown
BBLG,Medical Devices
MERC,Paper & Paper Products
AMIX,Medical Devices
UNF,Specialty Business Services
EUDA,Health Information Services
TLYS,Apparel Retail
AMRX,Drug Manufacturers—Specialty & Generic
AIH,Medical Care Facilities
MCAA,Shell Companies
CISO,Software—Infrastructure
